,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
37,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,4.796875,12.60546875,18.7265625,1.1875,0.484375,0.7421875,0.30859375,2.4609375,1.0390625,1.734375,1.97265625,0.26953125,0.765625,0.37109375,1.5859375,0.25,2.66015625,0.10546875,0.48046875,4.296875,1.91015625,0.33203125,7.0859375,0.2734375,4.68359375,0.78515625,0.02734375,0.0078125,0.1953125,0.6015625,0.01171875,1.52734375,0.1640625,1.28515625,0.0234375,0.50390625,0.03515625,0.00390625,0.01953125,0.01953125,0.6796875,0.046875,0.20703125,0.40234375,0.515625,0.25390625,0.2890625,0.0703125,0.01953125,0.0078125,1.2890625,0.31640625,0.0859375,0.20703125,0.125,0.2265625,0.4296875,0.546875,1.41796875,0.1796875,0.04296875,0.18359375,0.03125,0.0390625,0.91796875,0.06640625,1.1875,0.0234375,0.0390625,0.09765625,0.203125,0.01953125,0.08203125,0.15234375,0,0.390625,0.22265625,0.42578125,0.37890625,0.0390625,0.19921875,0.203125,0.7734375,0.03515625,0.1953125,0.01171875,0.27734375,0.0078125,0.03125,0.03515625,0.08203125,0.02734375,0.24609375,0.14453125,0.00390625,0.01171875,0.41796875,0.0078125,0.015625,0.015625,0.05078125,0.00390625,0.01171875,1.0625,0.0703125,0.1171875,0.0625,0.015625,0.93359375,0.0078125,0,0.08984375,0.015625,0.03515625,0.3359375,0.0390625,0,0.00390625,0.05859375,0,0.02734375,0.0078125,0.01953125,0,0.00390625,0.04296875,0.04296875,0.0546875,0.0859375,0,0.01171875,0.00390625,0,0.03125,0.5625,0.0234375,0.00390625,0,0.00390625,0,0.00390625,0,0.0234375,0,0.1875,0.015625,3.20703125,0.0390625,0.0078125,0.09375,0.0078125,0,0,0.015625,0.16796875,0.75,0,0,0,0.01171875,0.55859375,0.00390625,0.02734375,0,0.0234375,0.015625,0,0.03125,0.02734375,0,0
38,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,5.12109375,10.34375,18.96875,1.03125,0.5078125,0.6875,0.27734375,2.80078125,1.0625,1.9921875,2.21875,0.19140625,0.765625,0.3828125,1.55859375,0.30859375,2.484375,0.140625,0.53515625,5.07421875,1.625,0.25390625,7.20703125,0.296875,4.25390625,0.7578125,0.0234375,0.00390625,0.20703125,0.7109375,0.0234375,1.84765625,0.17578125,1.03515625,0.06640625,0.3984375,0.0234375,0.0078125,0.03125,0.00390625,0.45703125,0.05859375,0.1640625,0.41015625,0.5625,0.296875,0.3125,0.046875,0.0234375,0.03125,1.6328125,0.3671875,0.078125,0.28125,0.15625,0.26171875,0.40625,0.8359375,1.46484375,0.14453125,0.05078125,0.14453125,0.05859375,0.05859375,1.265625,0.078125,1.484375,0.015625,0.0546875,0.09765625,0.12109375,0.03515625,0.078125,0.140625,0,0.3125,0.234375,0.453125,0.5,0.05078125,0.2421875,0.09765625,1.0625,0.05078125,0.20703125,0.02734375,0.25,0.015625,0.015625,0.04296875,0.0625,0.015625,0.30078125,0.19140625,0.00390625,0.03125,0.3125,0.03515625,0.02734375,0.00390625,0.109375,0,0.00390625,1.0390625,0.046875,0.15625,0.03125,0.015625,0.86328125,0.01171875,0,0.07421875,0.0078125,0.03515625,0.27734375,0.0234375,0,0.00390625,0.07421875,0.00390625,0.01171875,0,0,0,0.00390625,0.05078125,0.03125,0.09375,0.0234375,0,0.0078125,0,0,0.03515625,0.49609375,0.01953125,0.00390625,0.00390625,0,0,0.01171875,0.00390625,0.03125,0,0.171875,0.00390625,2.8203125,0.015625,0.0234375,0.13671875,0.00390625,0,0,0.01953125,0.12890625,0.609375,0.00390625,0,0,0.0078125,0.65234375,0.0078125,0.06640625,0,0.0078125,0.0078125,0,0.0390625,0.0390625,0,0
39,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,6.015625,13.93359375,17.04296875,1.38671875,0.26953125,0.640625,0.19921875,1.78125,1.02734375,1.72265625,2.5234375,0.2109375,0.56640625,0.52734375,1.42578125,0.31640625,2.6484375,0.23046875,0.6640625,2.51953125,2.5859375,0.21484375,10.375,0.41015625,2.734375,0.515625,0.00390625,0.00390625,0.1484375,0.68359375,0.0078125,1.8203125,0.15234375,1.21875,0,0.55859375,0.015625,0.05859375,0.03125,0.00390625,0.59375,0.0078125,0.12890625,0.33203125,0.3515625,0.40625,0.30078125,0.10546875,0.06640625,0,0.9140625,0.6484375,0.11328125,0.4296875,0.10546875,0.484375,0.59765625,0.6640625,0.74609375,0.27734375,0.0234375,0.12890625,0.01171875,0.046875,1.4609375,0.02734375,0.72265625,0.02734375,0.04296875,0.09765625,0.1640625,0.06640625,0.1015625,0.2734375,0.0234375,0.4375,0.328125,0.4453125,0.8359375,0.08984375,0.48828125,0.40234375,0.44140625,0.03125,0.1796875,0.01953125,0.19921875,0.0390625,0.00390625,0.03515625,0.10546875,0.02734375,0.27734375,0.109375,0.01171875,0.01953125,0.22265625,0.0078125,0.0234375,0.0078125,0.21875,0,0.00390625,0.45703125,0.046875,0.05078125,0.078125,0.0078125,0.73046875,0,0.00390625,0.09375,0.00390625,0.01953125,0.390625,0.05078125,0.00390625,0.01171875,0.09765625,0.0078125,0.04296875,0,0.0078125,0.0078125,0,0.04296875,0.0234375,0.14453125,0.04296875,0,0.01171875,0,0,0.0546875,0.3203125,0.02734375,0,0,0,0,0,0.015625,0.03125,0,0.06640625,0,2.4609375,0.01171875,0.00390625,0.2265625,0.00390625,0,0,0.0234375,0.0859375,0.8125,0,0,0,0.00390625,0.6640625,0.0078125,0.01953125,0.00390625,0.015625,0,0,0.04296875,0.01953125,0,0
40,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,6.02734375,8.93359375,19.8359375,1.5859375,0.47265625,0.6875,0.36328125,1.9453125,0.78125,2.2265625,2.50390625,0.1953125,0.7578125,0.4375,1.12109375,0.3203125,2.8828125,0.29296875,0.54296875,3.5390625,2.02734375,0.17578125,10.91796875,0.41015625,3.2265625,0.453125,0.0078125,0,0.20703125,0.69140625,0.015625,1.6484375,0.20703125,0.71484375,0.015625,0.421875,0.0234375,0.04296875,0.04296875,0.00390625,0.37890625,0.0078125,0.1796875,0.4296875,0.40234375,0.42578125,0.25390625,0.09765625,0.0625,0.00390625,1.1328125,0.51171875,0.08203125,0.453125,0.1484375,0.4453125,0.52734375,0.87109375,1.515625,0.30078125,0.01171875,0.140625,0.03125,0.08203125,1.5078125,0.02734375,0.6640625,0.01171875,0.03515625,0.12109375,0.1484375,0.0390625,0.07421875,0.28515625,0.04296875,0.4765625,0.24609375,0.32421875,0.8125,0.0859375,0.30078125,0.09375,0.60546875,0.046875,0.203125,0.0234375,0.16796875,0.03125,0.00390625,0.07421875,0.06640625,0.03515625,0.27734375,0.1484375,0.015625,0.01953125,0.15625,0.00390625,0.015625,0,0.15234375,0,0.01171875,0.625,0.08203125,0.109375,0.10546875,0.015625,0.80078125,0,0.0078125,0.0546875,0.015625,0.015625,0.40625,0.03125,0,0,0.12890625,0.0078125,0.01953125,0.01171875,0.015625,0,0.00390625,0.03125,0.02734375,0.1015625,0.03515625,0,0.01171875,0,0,0.03125,0.546875,0.03515625,0.01953125,0,0,0.01171875,0,0.0234375,0.01953125,0.0078125,0.08203125,0.00390625,2.1875,0.01953125,0.0078125,0.19921875,0.00390625,0,0.00390625,0.015625,0.06640625,0.546875,0,0,0,0.01171875,0.78515625,0,0.015625,0,0.03515625,0,0,0.0625,0.03515625,0,0
41,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,5.41796875,10.18359375,21.390625,1.43359375,0.4296875,0.73046875,0.296875,2.14453125,0.78125,1.9453125,2.11328125,0.15234375,0.69921875,0.45703125,1.53515625,0.28515625,2.9921875,0.27734375,0.59765625,3.1796875,1.82421875,0.2265625,11.5625,0.30859375,3.23828125,0.5234375,0.02734375,0,0.16796875,0.6484375,0.01171875,1.70703125,0.14453125,0.7109375,0.0234375,0.45703125,0.015625,0.03125,0.015625,0.01171875,0.4609375,0.0078125,0.16015625,0.4375,0.30078125,0.30859375,0.171875,0.109375,0.0859375,0.0078125,1.0234375,0.51953125,0.0703125,0.40234375,0.11328125,0.30859375,0.59375,0.6875,1.18359375,0.3515625,0.03515625,0.08984375,0.015625,0.0625,1.1328125,0.03515625,0.55859375,0.01953125,0.0625,0.09765625,0.13671875,0.05078125,0.0390625,0.2890625,0.0234375,0.578125,0.18359375,0.3359375,0.890625,0.1015625,0.19140625,0.15625,0.62890625,0.01953125,0.140625,0.015625,0.22265625,0.0234375,0.0078125,0.05078125,0.05859375,0.0390625,0.25,0.16796875,0.01171875,0.02734375,0.2421875,0.00390625,0.01171875,0,0.12109375,0.0078125,0.00390625,0.5859375,0.09375,0.08984375,0.0703125,0.01171875,0.73828125,0.0078125,0,0.140625,0.0234375,0.00390625,0.421875,0.01953125,0,0,0.07421875,0.01171875,0.0078125,0.0078125,0.00390625,0,0,0.01953125,0.0234375,0.0703125,0.02734375,0,0,0.00390625,0,0.05859375,0.39453125,0.046875,0.015625,0,0.00390625,0.00390625,0.00390625,0.01953125,0.0078125,0,0.09765625,0.00390625,2.01953125,0.01171875,0.0078125,0.1484375,0,0.00390625,0,0.05078125,0.0859375,0.45703125,0,0,0,0.015625,0.8125,0.00390625,0.015625,0,0.02734375,0,0,0.0546875,0.02734375,0,0
42,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,4.98046875,11.125,21.75390625,1.98828125,0.359375,0.51171875,0.6796875,1.30078125,1.046875,1.765625,4.16015625,0.12890625,0.54296875,0.33203125,0.8125,0.79296875,1.46875,0.234375,0.671875,1.70703125,1.19921875,0.1015625,12.359375,0.44921875,2.625,0.8125,0.01953125,0,0.26953125,0.5234375,0.0078125,3.30859375,0.18359375,0.41015625,0.01171875,0.71875,0.01953125,0.01171875,0.01171875,0,1.48046875,0.046875,0.078125,0.640625,0.4453125,0.3515625,0.0703125,0,0.0390625,0,0.71484375,0.26171875,0.0390625,0.82421875,0.0859375,0.1875,0.47265625,0.51953125,0.25,0.93359375,0.125,0.0625,0.19921875,0.0390625,1.0859375,0.01171875,0.265625,0.00390625,0.01953125,0.1171875,0.2578125,0.04296875,0.0625,0.1796875,0.078125,0.12109375,0.50390625,0.19921875,1.57421875,0.0390625,0.4140625,0.078125,0.17578125,0.01953125,0.1328125,0.00390625,0.04296875,0.0859375,0.0234375,0.04296875,0.06640625,0.01171875,0.3671875,0.07421875,0.09765625,0.00390625,0.39453125,0.00390625,0.01171875,0.00390625,0.171875,0,0.01953125,0.05859375,0.15625,0.01953125,0.09375,0,0.453125,0.00390625,0,0.09765625,0.0078125,0,0.26953125,0.0234375,0.00390625,0,0.55859375,0.00390625,0.03515625,0.046875,0,0,0,0.0390625,0.0234375,0.37109375,0.01953125,0,0.12109375,0,0,0.30859375,0.3828125,0.078125,0.0078125,0,0,0,0.00390625,0.0078125,0.04296875,0,0,0,1.25,0.015625,0,0.31640625,0,0,0,0.015625,0.15625,0.3828125,0,0.00390625,0,0.0078125,0.45703125,0,0.00390625,0,0.00390625,0,0,0.0234375,0.02734375,0.01171875,0.00390625
43,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,4.953125,10.3515625,22.61328125,1.86328125,0.34765625,0.40625,0.44140625,1.3671875,0.84765625,1.515625,4.359375,0.140625,0.55859375,0.296875,0.6328125,0.73828125,1.37890625,0.2265625,0.7578125,1.7734375,1.05078125,0.09765625,12.421875,0.515625,2.40625,0.796875,0,0,0.18359375,0.52734375,0,3.1328125,0.140625,0.34765625,0.01953125,0.58203125,0.0078125,0.0078125,0.00390625,0.00390625,1.23046875,0.0234375,0.09375,0.71875,0.32421875,0.35546875,0.0703125,0.0078125,0.0390625,0,0.828125,0.26171875,0.01171875,0.66796875,0.11328125,0.24609375,0.640625,0.4765625,0.38671875,1.10546875,0.16796875,0.02734375,0.24609375,0.0390625,1.14453125,0.015625,0.171875,0.0078125,0.01953125,0.11328125,0.2890625,0.03125,0.1328125,0.12890625,0.07421875,0.09765625,0.5625,0.26953125,2.54296875,0.0703125,0.53515625,0.1328125,0.1796875,0.06640625,0.19140625,0.01171875,0.01953125,0.0625,0.03515625,0.0078125,0.0546875,0,0.375,0.08203125,0.078125,0,0.40625,0,0.00390625,0,0.27734375,0,0.0234375,0.078125,0.1796875,0.0234375,0.1015625,0.00390625,0.453125,0.00390625,0.0078125,0.08984375,0.01171875,0,0.19921875,0.03515625,0,0.00390625,0.53515625,0,0.02734375,0.0390625,0.0078125,0.00390625,0,0.03515625,0.01171875,0.47265625,0.0234375,0,0.15234375,0.0078125,0,0.328125,0.28125,0.04296875,0.0078125,0,0.00390625,0,0,0.0234375,0.0390625,0,0,0.0078125,1.109375,0.01953125,0.00390625,0.3828125,0,0,0,0.0234375,0.15234375,0.4375,0,0,0,0.00390625,0.41015625,0,0,0.00390625,0.015625,0,0,0.06640625,0.0078125,0.0078125,0
44,202.1696,116.8853,222.9448,430.1086,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,4.97265625,10.25390625,23.69921875,1.92578125,0.40625,0.4609375,0.60546875,1.41015625,0.9375,1.8984375,3.92578125,0.15234375,0.5625,0.19921875,0.7265625,0.6015625,1.35546875,0.32421875,0.640625,1.96875,1.1328125,0.078125,13.46484375,0.4609375,2.86328125,1.01953125,0.0078125,0,0.109375,0.45703125,0.0078125,2.4609375,0.109375,0.22265625,0.01171875,0.40625,0.0078125,0.015625,0.015625,0,0.8515625,0.0390625,0.0625,0.74609375,0.3046875,0.29296875,0.09375,0.0234375,0.04296875,0.00390625,0.5625,0.1953125,0.015625,0.71875,0.09765625,0.18359375,0.41796875,0.57421875,0.25390625,1.140625,0.1953125,0.04296875,0.26953125,0.04296875,1.328125,0.01171875,0.26171875,0.0078125,0.0234375,0.0859375,0.203125,0.03515625,0.0859375,0.09765625,0.0859375,0.11328125,0.53515625,0.1640625,2.42578125,0.06640625,0.375,0.0859375,0.21484375,0.0234375,0.14453125,0.0078125,0.015625,0.11328125,0.0234375,0.0546875,0.046875,0,0.25,0.0703125,0.07421875,0.015625,0.42578125,0.0078125,0.01953125,0,0.1796875,0,0.03125,0.0859375,0.15625,0.01171875,0.10546875,0,0.58203125,0.00390625,0,0.06640625,0,0,0.2265625,0.02734375,0.00390625,0.0078125,0.3828125,0,0.01953125,0.03515625,0.0078125,0.00390625,0,0.03515625,0.03515625,0.3046875,0.02734375,0,0.16015625,0,0,0.20703125,0.30078125,0.07421875,0,0.00390625,0.00390625,0,0,0.01171875,0.02734375,0,0,0,1.02734375,0.01953125,0,0.37890625,0.00390625,0,0,0.01953125,0.0859375,0.37890625,0,0,0,0.00390625,0.3359375,0.00390625,0.00390625,0.00390625,0.01171875,0,0,0.03125,0.0078125,0.00390625,0
45,280,116.8853,222.9448,550,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.05,8.59765625,10.22265625,20.78515625,3.52734375,0.640625,0.55078125,0.6640625,1.578125,0.8046875,1.46875,3.11328125,0.171875,1.43359375,0.26171875,1.1171875,0.30078125,2.70703125,0.0625,0.765625,1.078125,1.52734375,0.125,4.80078125,0.6875,1.01953125,0.33203125,0.01171875,0.01953125,0.078125,0.33984375,0.08984375,1.67578125,0.1015625,1.125,0.02734375,0.22265625,0.03515625,0.0390625,0.0234375,0.00390625,1.85546875,0,0.02734375,0.49609375,0.2421875,0.57421875,0.6640625,0.078125,0.0234375,0.0078125,1.234375,0.29296875,0.07421875,0.98046875,0.140625,0.46875,0.16015625,0.57421875,3.62890625,1.4453125,0.03515625,0.11328125,0,0.296875,1.55078125,0.05078125,0.4140625,0.0078125,0.01953125,0.0625,0.1328125,0.0625,0.0625,0.2578125,0.05078125,0.1484375,0.16015625,0.99609375,1.0390625,0.07421875,0.2421875,0.6171875,0.66796875,0.015625,0.421875,0.015625,0.51953125,0.1015625,0.0625,0.046875,0.12109375,0,0.09765625,0.08203125,0.23046875,0.01953125,0.08984375,0,0.0703125,0.015625,0.296875,0.00390625,0,0.44921875,0.01171875,0.15625,0.12109375,0.046875,0.4453125,0.00390625,0.078125,0.578125,0.00390625,0.046875,0.12109375,0.01953125,0,0.00390625,0.02734375,0.00390625,0.00390625,0,0.015625,0,0.00390625,0.0078125,0.01171875,0.70703125,0.015625,0,0.1015625,0.02734375,0.00390625,0.05859375,0.12109375,0.05859375,0.0078125,0,0.0078125,0.00390625,0.00390625,0.00390625,0.03125,0,0.15234375,0,0.64453125,0.00390625,0.0625,0.25390625,0.00390625,0.00390625,0,0.01953125,0.10546875,0.125,0.00390625,0.015625,0.046875,0.01171875,0.34765625,0.00390625,0.0234375,0.0078125,0.03125,0.0625,0.00390625,0.32421875,0.046875,0.00390625,0
46,280,116.8853,222.9448,550,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.05,9.47265625,8.296875,22.66796875,3.10546875,0.82421875,0.56640625,0.72265625,2.12890625,1.02734375,2.03515625,3.01171875,0.16796875,1.40625,0.34375,1.23828125,0.29296875,2.8359375,0.05859375,0.66015625,1.44140625,1.5078125,0.17578125,4.70703125,0.84765625,1.015625,0.49609375,0.01171875,0.01171875,0.07421875,0.3359375,0.15234375,1.41015625,0.1171875,0.73828125,0.02734375,0.16015625,0.05078125,0.0390625,0.01953125,0.00390625,1.16796875,0.0078125,0.02734375,0.609375,0.20703125,0.6328125,0.8984375,0.0546875,0.015625,0,0.72265625,0.4453125,0.06640625,0.94140625,0.11328125,0.359375,0.11328125,0.64453125,2.75,1.51953125,0.04296875,0.12890625,0.00390625,0.3359375,1.5078125,0.1015625,0.6640625,0.01953125,0.0390625,0.06640625,0.0546875,0.046875,0.01953125,0.14453125,0.05859375,0.1875,0.171875,0.7421875,0.984375,0.109375,0.2109375,0.31640625,0.75,0.015625,0.42578125,0.0234375,0.6015625,0.1171875,0.0546875,0.0546875,0.109375,0.0078125,0.05078125,0.10546875,0.234375,0.01953125,0.12109375,0,0.06640625,0.0234375,0.265625,0,0.0078125,0.69921875,0.01953125,0.0859375,0.0859375,0.05078125,0.5859375,0.00390625,0.04296875,0.4453125,0.015625,0.06640625,0.109375,0.01171875,0,0.00390625,0.01953125,0,0.0078125,0,0.0078125,0,0.0078125,0.01953125,0.01171875,0.546875,0,0,0.0625,0.046875,0.00390625,0.04296875,0.140625,0.03515625,0,0,0.0078125,0,0,0.0234375,0.0390625,0,0.16796875,0.00390625,0.609375,0.02734375,0.10546875,0.21484375,0.00390625,0,0.00390625,0.03515625,0.06640625,0.1171875,0,0.01171875,0.015625,0.0078125,0.23046875,0,0.0078125,0.01953125,0.0234375,0.07421875,0.015625,0.41796875,0.0546875,0,0
47,280,116.8853,222.9448,550,245.8166,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.05,9.98046875,8.57421875,22.9765625,2.96875,0.75390625,0.63671875,0.6640625,2.1796875,1.1484375,2.07421875,2.69921875,0.125,1.16796875,0.2734375,1.140625,0.203125,2.953125,0.09375,0.64453125,1.515625,1.53515625,0.203125,4.75,0.76171875,1.22265625,0.41015625,0,0.0234375,0.0625,0.390625,0.1953125,1.11328125,0.078125,0.8984375,0.01953125,0.1328125,0.03125,0.03125,0.02734375,0.00390625,0.9453125,0.0078125,0.02734375,0.52734375,0.2265625,0.60546875,1.0625,0.04296875,0.015625,0.00390625,0.6796875,0.3671875,0.109375,0.80078125,0.171875,0.24609375,0.07421875,0.61328125,4.3515625,1.10546875,0.04296875,0.12109375,0.00390625,0.453125,1.484375,0.0546875,0.6015625,0.00390625,0.0234375,0.0625,0.03515625,0.05078125,0.0390625,0.109375,0.046875,0.12109375,0.10546875,0.55859375,1.140625,0.109375,0.18359375,0.27734375,0.8828125,0.01953125,0.3203125,0.01171875,0.58984375,0.08984375,0.07421875,0.03515625,0.1015625,0.0078125,0.08203125,0.05859375,0.16015625,0.02734375,0.0859375,0.015625,0.078125,0.0078125,0.1953125,0,0.00390625,0.5078125,0.015625,0.10546875,0.09765625,0.06640625,0.5078125,0,0.04296875,0.3828125,0.01171875,0.0625,0.1171875,0.01171875,0,0.00390625,0.03515625,0.00390625,0.00390625,0.01171875,0,0,0.00390625,0.0078125,0.01171875,0.41015625,0.01171875,0,0.0625,0.0234375,0.0078125,0.05859375,0.078125,0.0546875,0.01171875,0,0.00390625,0,0,0.01171875,0.05859375,0,0.2578125,0.0078125,0.578125,0,0.12109375,0.20703125,0.00390625,0,0,0.0546875,0.07421875,0.08203125,0,0.01171875,0.015625,0.01953125,0.17578125,0.00390625,0.015625,0.0078125,0.03125,0.04296875,0.015625,0.31640625,0.02734375,0,0
48,175,102.9411765,222.9448,450,264.7058824,444.2271,26,26,35,35,3.42,3.42,0,6.2265625,12.66015625,15.0703125,1.5625,0.53515625,0.6875,0.875,2.3046875,0.55078125,1.02734375,4.64453125,0.2109375,0.6328125,0.36328125,0.875,0.80078125,4.515625,0.1328125,1.23828125,3.71875,2.4765625,0.15625,9.453125,0.5234375,1.57421875,0.4453125,0.01953125,0,0.1875,0.37109375,0,2.98046875,0.15234375,1.3125,0.015625,0.4375,0.03125,0.015625,0.06640625,0.0390625,1.2734375,0.03125,0.06640625,0.671875,0.37109375,0.76171875,0.0078125,0.0390625,0.0859375,0.00390625,0.7265625,0.5078125,0.05078125,0.76953125,0.03515625,0.23828125,0.87890625,0.5234375,0.0625,0.48046875,0.08203125,0.07421875,0.0625,0.046875,1.34375,0.00390625,0.42578125,0.03515625,0.03125,0.28515625,0.23828125,0.04296875,0.08984375,0.29296875,0.0390625,0.22265625,0.51171875,0.03515625,1.31640625,0.03125,0.59375,0.12109375,0.109375,0.15625,0.1875,0.17578125,0.05078125,0.02734375,0.01171875,0.0390625,0.0390625,0,0.33203125,0.13671875,0.08984375,0.01171875,0.140625,0.00390625,0.00390625,0,0.6484375,0.00390625,0.0078125,0.0625,0.0703125,0.015625,0.1328125,0.00390625,0.59765625,0,0,0.0703125,0.015625,0.00390625,1.17578125,0.03125,0,0.01953125,0.4609375,0,0.01171875,0.00390625,0.01171875,0,0,0.01171875,0.02734375,0.05859375,0.00390625,0,0.015625,0.01171875,0,0.796875,0.453125,0.08203125,0.01953125,0,0.00390625,0.0078125,0,0,0.03125,0,0.1328125,0,0.03125,0,0,0.05078125,0,0,0,0.06640625,0.06640625,0.421875,0,0,0,0.0078125,0.12890625,0.00390625,0,0,0.07421875,0,0,0.19140625,0.03125,0.00390625,0
