,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
518,60,31.57894737,222.9448,260,136.8421053,693,4.3,5.8,42.18083,40.2121,2.4,4.5,0.2,3.0234375,13.6953125,17.48046875,1.45703125,0.58203125,0.63671875,0.265625,2.6171875,0.18359375,2.27734375,8.84765625,0.27734375,0.23828125,0.05859375,3.140625,1.26171875,1.4140625,0.24609375,0.9375,1.921875,1.19140625,0.6484375,2.06640625,0.85546875,1.37109375,0.0859375,0.15625,0.0234375,0.296875,0.4453125,0,0.84765625,0.078125,0.359375,0.203125,0.26953125,0.04296875,0.05859375,0.015625,0.0390625,3.77734375,0.046875,0.0859375,2.0234375,0.43359375,0.2421875,0.01953125,0.0078125,0.1796875,0.03515625,0.484375,0.203125,0.1640625,0.2734375,0.12890625,2.38671875,2.5859375,1.45703125,0.015625,0.66796875,0.046875,0.18359375,0.01953125,0.04296875,2.4296875,0.00390625,0.30078125,0.02734375,0.0234375,0.24609375,0.16015625,0.2109375,0.08984375,0.34765625,0.15625,0.234375,0.484375,0.26953125,1.53515625,0.60546875,0.50390625,0.02734375,0.02734375,0.0390625,0.203125,0.0234375,0.140625,0.24609375,0,0.03125,0.09765625,0.015625,0.3671875,0.03515625,0.00390625,0.1953125,0.08984375,0.0546875,0.01171875,0.02734375,0.09765625,0.0078125,0,0.12109375,0.05078125,0.0390625,0.03515625,0.0078125,0.1875,0,0.00390625,0.81640625,0.05078125,0.0234375,0.1171875,0,0.015625,0.00390625,0.30859375,0,0.01171875,0,0.04296875,0,0,0.06640625,0.03125,0.01953125,0.13671875,0,0.05859375,0.01953125,0,0.0703125,0.02734375,0.046875,0.00390625,0.06640625,0.0078125,0.015625,0.0078125,0,0.1640625,0,0.00390625,0.015625,0,0,0.0390625,0.64453125,0,0.03515625,0,0.06640625,0.14453125,0.1640625,0,0,0,0.01171875,1.34765625,0.0078125,0.0390625,0,0.0078125,0,0,0.3515625,0.04296875,0,0
519,60,31.57894737,222.9448,260,136.8421053,693,4.3,5.8,42.18083,40.2121,2.4,4.5,0.2,3.24609375,15.69140625,16.44921875,1.27734375,1.6015625,0.7734375,0.25390625,2.4375,0.21875,2.2890625,8.109375,0.2578125,0.22265625,0.10546875,3.1328125,1.171875,1.31640625,0.24609375,0.84375,1.86328125,1.24609375,0.62109375,2.453125,0.88671875,1.53125,0.109375,0.0859375,0.04296875,0.29296875,0.34765625,0,0.7734375,0.0390625,0.30859375,0.1796875,0.296875,0.078125,0.046875,0.015625,0.04296875,3.703125,0.04296875,0.046875,2.2734375,0.31640625,0.26953125,0.0390625,0,0.1875,0.03515625,0.30078125,0.16015625,0.19921875,0.29296875,0.11328125,2.015625,2.37109375,1.23828125,0.01171875,0.71875,0.05078125,0.19140625,0.0234375,0.03125,2.29296875,0.00390625,0.26171875,0.015625,0.0625,0.2109375,0.15234375,0.21875,0.10546875,0.28125,0.2109375,0.2578125,0.41796875,0.24609375,1.52734375,0.6015625,0.51171875,0.0078125,0.04296875,0.04296875,0.19921875,0.046875,0.1796875,0.14453125,0.0078125,0.21875,0.0703125,0.01171875,0.23046875,0.0625,0.0078125,0.1171875,0.12109375,0.04296875,0.01171875,0.04296875,0.07421875,0.01171875,0.00390625,0.15625,0.0390625,0.0078125,0.0234375,0.00390625,0.16796875,0,0.0078125,0.94140625,0.04296875,0.0234375,0.1015625,0,0.00390625,0.00390625,0.26171875,0,0.01953125,0,0.03125,0,0,0.0703125,0.0234375,0.0234375,0.1875,0,0.05078125,0.02734375,0.0078125,0.05078125,0.0234375,0.05078125,0.0078125,0.03515625,0.00390625,0.01953125,0.01171875,0.00390625,0.14453125,0,0.01171875,0.015625,0,0,0.03515625,0.65234375,0,0.0234375,0,0.11328125,0.0859375,0.234375,0,0.00390625,0,0.0078125,1.06640625,0,0.0390625,0.00390625,0,0,0,0.4609375,0.05078125,0,0
520,295,196.6666667,222.9448,362,241.3333333,648,11.5,4.9,42.18083,40.2121,3.8,5.0762,0.5,2.8515625,49.703125,12.7109375,0.23828125,0.5703125,0.2421875,0.09375,3.37109375,2.83203125,1.87890625,0.6640625,0.01953125,0.01171875,0.078125,0.84375,0.046875,4.67578125,0.015625,0.01171875,0.9375,0.26953125,0.3046875,1.49609375,0.05078125,1.5078125,0.06640625,0,0.0390625,0.0390625,0.26171875,0,0.1015625,0,0.00390625,0.234375,0.078125,0.01953125,0.015625,0.01171875,0.0078125,0.15625,0.01171875,0.0859375,0.7578125,0.25390625,0.0390625,0.0546875,0,0.0546875,0.03125,0.1640625,0.3359375,0.93359375,0.05078125,0.17578125,0.0078125,1.1484375,0.3203125,1.2265625,0,0.05078125,0.6171875,0.01171875,0,1.6875,0.00390625,0.00390625,0.00390625,0.02734375,0.12890625,0.0390625,0.01171875,0.015625,0,0.015625,1.86328125,0.00390625,0.00390625,0.015625,0.0625,0.1328125,0.0078125,0.83203125,0.03515625,0.359375,0.00390625,0.01171875,0,0,0.1015625,0,0,0.015625,0.01953125,0,0.015625,0.09765625,0,0.01171875,0,0,0,0,0.04296875,0.02734375,0,0.01171875,0,0.36328125,0,0,0.03125,0.00390625,0,0.00390625,0,0.0078125,0.0078125,0.01953125,0,0,0,0.0625,0.00390625,0,0.015625,0.01953125,0,0.61328125,0,0,0,0.00390625,0.02734375,0.09375,0,0,0.00390625,0.0078125,0.01171875,0,0,0.05078125,0,0,0,0,0,0.01171875,0.015625,0,0.015625,0,0,0.0078125,0.10546875,0,0,0,0,0,0,0.03515625,0,0,0,0,0.03125,0.01953125,0,0
521,295,196.6666667,222.9448,362,241.3333333,648,11.5,4.9,42.18083,40.2121,3.8,5.0762,0.5,3.0078125,48.46484375,13.28515625,0.25390625,0.62890625,0.1875,0.12109375,3.91015625,2.8984375,2.28125,0.60546875,0.03515625,0.00390625,0.10546875,0.8359375,0.0234375,4.56640625,0.00390625,0.00390625,0.9296875,0.2578125,0.234375,1.484375,0.0625,1.484375,0.04296875,0,0.05859375,0.05078125,0.25390625,0,0.078125,0.0078125,0.0078125,0.19921875,0.06640625,0.01171875,0,0.01953125,0.0078125,0.109375,0,0.07421875,0.92578125,0.17578125,0.03515625,0.06640625,0,0.04296875,0.0078125,0.20703125,0.39453125,0.6171875,0.04296875,0.17578125,0.00390625,1.0390625,0.421875,1.12890625,0,0.0703125,0.55078125,0.00390625,0,1.76171875,0.01171875,0.0078125,0,0.04296875,0.109375,0.0390625,0.015625,0.015625,0,0.00390625,1.92578125,0,0,0.015625,0.125,0.1171875,0,0.84765625,0.03125,0.31640625,0,0.00390625,0,0,0.10546875,0,0,0.04296875,0.02734375,0,0.015625,0.17578125,0,0.00390625,0,0,0,0,0.046875,0.0234375,0.00390625,0.00390625,0,0.4296875,0,0,0.03125,0,0,0,0,0.015625,0.015625,0.01953125,0,0,0,0.0390625,0.00390625,0,0.0078125,0,0,0.609375,0,0,0,0,0.04296875,0.09765625,0,0,0,0,0.0078125,0,0,0.0546875,0,0,0,0,0,0.0078125,0.00390625,0,0,0,0.00390625,0.00390625,0.10546875,0,0,0,0.01171875,0.00390625,0,0.04296875,0,0,0,0,0.0078125,0.01953125,0,0
522,295,196.6666667,222.9448,362,241.3333333,648,11.5,4.9,42.18083,40.2121,3.8,5.0762,0.5,2.9296875,51.1015625,12.94921875,0.1875,0.55078125,0.19921875,0.12109375,3.66015625,2.83203125,2.1640625,0.58984375,0.0546875,0.0078125,0.0625,0.72265625,0.01171875,4.5546875,0.0234375,0.015625,0.79296875,0.3046875,0.22265625,1.48046875,0.0703125,1.4765625,0.078125,0,0.046875,0.03515625,0.19921875,0.00390625,0.11328125,0,0.01171875,0.25390625,0.06640625,0.00390625,0.00390625,0,0.00390625,0.08984375,0,0.08203125,0.88671875,0.17578125,0.03515625,0.06640625,0,0.05078125,0.0078125,0.12890625,0.265625,0.53515625,0.046875,0.1953125,0,0.96875,0.484375,1.05078125,0,0.05859375,0.42578125,0.01171875,0,1.60546875,0.00390625,0.01171875,0,0.0078125,0.16015625,0.01171875,0.01171875,0.01171875,0,0.0078125,1.53515625,0.01171875,0,0.00390625,0.078125,0.11328125,0.015625,0.7578125,0.03125,0.30859375,0,0,0,0,0.0390625,0,0.00390625,0.03125,0.0078125,0,0.0234375,0.1484375,0.00390625,0.0234375,0,0.01171875,0,0,0.0234375,0.03125,0.00390625,0.01171875,0,0.40625,0,0,0.01953125,0.0078125,0,0,0.00390625,0.0390625,0.00390625,0.01171875,0,0,0,0.02734375,0,0,0.00390625,0,0,0.59375,0,0,0,0,0.0390625,0.08203125,0,0,0,0,0.0078125,0,0.00390625,0.03125,0,0,0,0.00390625,0,0.01171875,0.01953125,0,0,0,0,0,0.09765625,0,0,0,0,0,0.00390625,0.03125,0,0,0,0,0.01171875,0.015625,0,0
523,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,1.65234375,48.38671875,6.79296875,0.57421875,0.83984375,0.23046875,0.15234375,2.18359375,0.1953125,2.16015625,1.44140625,0.2265625,0.09375,0.1953125,1.42578125,0.06640625,2.0625,0.1015625,0.0390625,2.1953125,0.70703125,0.26953125,4.484375,0.0234375,3.08984375,0.0703125,0,0.015625,0.3125,0.296875,0.00390625,0.76171875,0.0625,0.12890625,0.2421875,0.08203125,0.00390625,0.0546875,0.0625,0.0078125,1.3515625,0.05078125,0.18359375,2.12890625,0.21875,0.125,0.12890625,0.015625,0.125,0,0.68359375,0.609375,0.7421875,0.4453125,0.22265625,0.015625,1.796875,1.25,0.05859375,0.1015625,0.0703125,0.21484375,0.19921875,0,1.765625,0,0.109375,0.0078125,0.0078125,0.11328125,0.03125,0.12109375,0.04296875,0,0.05859375,0.77734375,0,0.015625,0.23046875,0.0078125,0.19140625,0,0.2578125,0.01171875,0.22265625,0.01953125,0,0,0,0.015625,0,0,0.06640625,0.01953125,0,0.02734375,0.05859375,0,0,0,0.015625,0,0.00390625,0.1875,0.44140625,0.17578125,0.01171875,0.00390625,0.46875,0,0,0.19140625,0.00390625,0,0.00390625,0.00390625,0,0,0.07421875,0.00390625,0.015625,0,0.05859375,0.00390625,0,0.00390625,0.046875,0,0.21484375,0,0,0,0,0,0.19140625,0,0,0,0,0.00390625,0,0,0.2265625,0,0,0,0,0,0.0234375,0.15625,0,0.00390625,0,0,0.0234375,0.5234375,0,0,0,0.00390625,0.08203125,0,0.06640625,0,0,0,0,0.12109375,0.02734375,0,0
524,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,1.5,51.46875,6.6875,0.53125,0.8125,0.171875,0.16796875,1.921875,0.21484375,1.9296875,1.4375,0.203125,0.06640625,0.1953125,1.03515625,0.07421875,1.95703125,0.08984375,0.03125,2.125,0.72265625,0.2265625,4.6015625,0.03515625,2.94921875,0.07421875,0,0.0078125,0.234375,0.22265625,0,0.67578125,0.046875,0.1171875,0.21484375,0.09375,0.01171875,0.05078125,0.078125,0.0078125,1.25390625,0.05859375,0.140625,2.28515625,0.2421875,0.1484375,0.09375,0.0078125,0.10546875,0.015625,0.50390625,0.5625,0.4609375,0.37109375,0.22265625,0.01953125,1.62890625,1.10546875,0.05859375,0.0703125,0.08203125,0.15625,0.19140625,0,1.80078125,0,0.09765625,0.015625,0.0078125,0.08984375,0.01953125,0.12109375,0.04296875,0,0.0625,0.6796875,0.00390625,0.0234375,0.2265625,0.00390625,0.20703125,0.00390625,0.203125,0.01953125,0.1796875,0.01953125,0,0,0.00390625,0.02734375,0,0.00390625,0.10546875,0.01171875,0,0.03125,0.05859375,0,0,0,0.00390625,0,0,0.16796875,0.52734375,0.171875,0.00390625,0,0.41796875,0,0,0.1484375,0.0078125,0,0,0,0.00390625,0,0.0625,0,0.01171875,0,0.01953125,0,0,0,0.0078125,0.0078125,0.28125,0,0,0,0,0.0078125,0.11328125,0.00390625,0,0,0.0078125,0,0.00390625,0,0.21875,0,0,0,0,0,0.01171875,0.1953125,0,0.00390625,0,0,0.03125,0.44140625,0,0,0,0,0.0546875,0,0.03125,0,0,0,0.00390625,0.1640625,0.015625,0,0
525,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,1.6640625,48.375,6.8828125,0.6015625,0.9296875,0.21484375,0.16796875,2.1953125,0.25,2.08203125,1.58203125,0.16796875,0.11328125,0.22265625,1.39453125,0.08203125,2.08203125,0.09765625,0.046875,2.27734375,0.66796875,0.2890625,4.65234375,0.03125,3.1328125,0.0625,0,0.02734375,0.2734375,0.29296875,0,0.72265625,0.02734375,0.1015625,0.17578125,0.12109375,0.01953125,0.05859375,0.0625,0.00390625,1.08203125,0.05078125,0.12890625,2.4140625,0.27734375,0.18359375,0.10546875,0.0078125,0.12890625,0.01171875,0.58984375,0.6171875,0.4453125,0.4609375,0.2421875,0.01953125,1.90234375,1.16796875,0.078125,0.07421875,0.05859375,0.1796875,0.203125,0.00390625,1.71484375,0,0.07421875,0.00390625,0.015625,0.08984375,0.0390625,0.14453125,0.07421875,0,0.0703125,0.7265625,0,0.03515625,0.25390625,0,0.2265625,0,0.22265625,0.046875,0.21875,0.0078125,0,0.00390625,0,0.0078125,0,0,0.04296875,0.00390625,0,0.01171875,0.0703125,0.00390625,0.00390625,0,0.01953125,0,0.00390625,0.1796875,0.484375,0.171875,0.0078125,0,0.4453125,0,0,0.21875,0,0,0.0078125,0,0.00390625,0,0.08203125,0,0.00390625,0,0.0546875,0,0,0.01171875,0.015625,0.00390625,0.296875,0,0,0,0,0.00390625,0.140625,0,0.00390625,0,0,0.0078125,0,0,0.21484375,0,0.00390625,0,0,0,0.00390625,0.18359375,0,0,0,0,0.02734375,0.4296875,0,0,0,0,0.05078125,0,0.04296875,0,0,0,0,0.14453125,0.03125,0,0
526,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,1.39453125,45.2890625,8.74609375,0.54296875,0.98046875,0.421875,0.125,1.97265625,0.39453125,1.5703125,0.77734375,0.16796875,0.09765625,0.0625,2.02734375,0.015625,1.6796875,0.02734375,0.04296875,1.66015625,0.2890625,0.21875,7.09375,0.0390625,4.14453125,0.0703125,0,0.00390625,0.25,0.22265625,0,0.3828125,0.06640625,0.171875,0.671875,0.1484375,0.01953125,0.03125,0.0234375,0,0.19140625,0.03515625,0.03515625,1.8359375,0.32421875,0.26953125,0.078125,0.01171875,0.15625,0.00390625,0.4609375,0.64453125,1.1875,0.38671875,0.25390625,0.01171875,3.17578125,0.58203125,0.00390625,0.06640625,0.0703125,0.34375,0.1171875,0,1.23828125,0.00390625,0.46484375,0.01171875,0.01953125,0.09375,0.08984375,0.12890625,0.04296875,0,0.0546875,0.546875,0,0.17578125,0.19140625,0.0546875,0.19921875,0,0.21484375,0,0.4453125,0.00390625,0.00390625,0.00390625,0,0.03125,0.00390625,0.00390625,0.05859375,0.08203125,0,0.0234375,0.06640625,0,0,0,0.08203125,0,0.00390625,0.453125,0.2734375,0.02734375,0.02734375,0.01171875,0.6875,0,0,0.0625,0,0,0,0.0078125,0,0.00390625,0.01171875,0.00390625,0.0078125,0,0.15234375,0,0,0.03125,0.0234375,0,0.38671875,0,0,0,0,0.0078125,0.171875,0,0,0,0.00390625,0,0.00390625,0,0.09375,0,0,0,0,0,0.01171875,0.1484375,0,0.00390625,0,0,0.10546875,0.5234375,0,0,0,0.0078125,0.0078125,0.00390625,0.140625,0,0,0,0,0.08984375,0.0703125,0,0
527,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,2.09765625,41.328125,10.046875,0.65234375,1.74609375,0.22265625,0.16796875,2.08984375,0.390625,1.82421875,0.84375,0.14453125,0.07421875,0.0546875,1.38671875,0.046875,1.83984375,0.0234375,0.0546875,1.9765625,0.30859375,0.26171875,6.84375,0.05078125,5.33984375,0.05078125,0,0.015625,0.234375,0.3984375,0,0.42578125,0.078125,0.171875,0.859375,0.08984375,0.00390625,0.03515625,0.0390625,0.00390625,0.21875,0.04296875,0.03515625,2.0625,0.40625,0.30859375,0.14453125,0.01171875,0.1953125,0.0234375,0.5390625,0.65234375,0.64453125,0.3671875,0.30078125,0.01171875,2.55078125,0.91015625,0,0.10546875,0.06640625,0.16796875,0.14453125,0,0.9453125,0.00390625,0.59765625,0.00390625,0.01953125,0.06640625,0.03515625,0.1796875,0.0390625,0,0.06640625,0.6171875,0,0.2890625,0.2578125,0.01953125,0.21484375,0,0.1875,0.00390625,0.41015625,0,0,0.015625,0,0.00390625,0.00390625,0,0.05859375,0.04296875,0,0.01953125,0.11328125,0.00390625,0,0.00390625,0.05078125,0,0,0.375,0.23046875,0.0234375,0.01953125,0.02734375,0.93359375,0,0,0.06640625,0,0,0,0,0.00390625,0.0078125,0.00390625,0.0234375,0.01171875,0,0.03515625,0,0.00390625,0.0078125,0.00390625,0.01171875,0.37109375,0,0,0,0,0,0.171875,0,0,0,0,0,0,0,0.08984375,0,0,0,0,0,0.03515625,0.13671875,0,0.00390625,0,0,0.05859375,0.6484375,0,0,0,0.01171875,0.0078125,0,0.15234375,0,0,0,0,0.0703125,0.046875,0,0
528,190,134.0860974,222.9448,464,327.4523641,288,21.1,24,39,39,4.9,5.1,0,1.4296875,45.5078125,9.09375,0.515625,1.1796875,0.109375,0.18359375,1.69140625,0.3828125,1.5703125,0.79296875,0.14453125,0.0859375,0.0625,1.8125,0.03125,1.50390625,0.01171875,0.0234375,1.38671875,0.30078125,0.31640625,8.3203125,0.01171875,5.11328125,0.046875,0,0.0078125,0.21875,0.29296875,0.00390625,0.38671875,0.0859375,0.140625,0.7890625,0.1015625,0.0078125,0.0390625,0.02734375,0,0.1328125,0.05078125,0.03125,1.91015625,0.3046875,0.3125,0.05859375,0,0.14453125,0.00390625,0.3828125,0.578125,0.34375,0.4375,0.20703125,0.0078125,2.4375,0.89453125,0,0.10546875,0.06640625,0.12109375,0.12109375,0,1.16015625,0,0.515625,0.01171875,0.0078125,0.12890625,0.04296875,0.140625,0.03515625,0,0.04296875,0.6015625,0,0.17578125,0.16796875,0.046875,0.25,0,0.1875,0.0078125,0.29296875,0,0.0078125,0.0078125,0,0.01171875,0,0.00390625,0.04296875,0.046875,0,0.03125,0.0625,0,0,0,0.0859375,0,0,0.4140625,0.1953125,0.015625,0.01953125,0.01171875,0.953125,0,0,0.07421875,0,0,0,0.00390625,0.0078125,0,0.015625,0.015625,0.0234375,0,0.02734375,0,0,0.0078125,0.0234375,0,0.34765625,0,0,0,0,0.0078125,0.19921875,0,0,0,0,0,0.00390625,0,0.1015625,0,0.00390625,0,0,0,0.01953125,0.1875,0,0,0,0.0078125,0.03125,0.5546875,0,0,0,0,0.00390625,0.0078125,0.10546875,0,0,0,0,0.0625,0.046875,0,0
529,190,31.66666667,222.9448,464,77.33333333,208,21.1,11.8,39,40.2121,4.9,5.0762,0,2.203125,13.40625,20.0546875,0.8515625,0.4609375,0.31640625,0.09375,3.09375,0.484375,4.8203125,5.265625,0.140625,0.125,0.1796875,2.76171875,0.1328125,3.8125,0.01171875,0.234375,1.328125,0.44140625,0.6171875,3.9765625,0.58203125,3.703125,0.04296875,0.00390625,0.0703125,0.15234375,0.109375,0,0.4921875,0.06640625,0.140625,0.20703125,0.08984375,0.015625,0.07421875,0.00390625,0.00390625,1.99609375,0.0625,0.05859375,2.125,0.23828125,0.046875,0.1328125,0.02734375,0.01953125,0,0.09765625,0.21484375,0.73046875,0.1875,0.140625,0.0390625,0.7890625,0.90234375,0.01171875,0.05859375,0.1796875,0.1796875,0,0.0078125,2.94140625,0.01171875,1.17578125,0.00390625,0.015625,0.03515625,0.04296875,0.15625,0.02734375,0.0078125,0.01953125,0.09375,0.34765625,0.140625,1.00390625,0.25,0.59765625,0.01171875,0.02734375,0.0078125,0.40234375,0.015625,0.01171875,0.05859375,0,0.0234375,0.07421875,0.02734375,0.9765625,0.03515625,0.03125,0.0703125,0.02734375,0.04296875,0.00390625,0,0.03125,0,0,0.109375,0.015625,0.03515625,0.03125,0,10.3828125,0,0,0.03515625,0.00390625,0,0.23828125,0.01171875,0.0078125,0.03515625,0.01171875,0,0.0078125,0,0.03515625,0,0,0.015625,0,0.00390625,0.03515625,0,0.02734375,0,0,0.09375,0.15625,0.0078125,0.00390625,0,0,0.00390625,0.00390625,0,0.07421875,0,0,0,0,0,0.015625,0.30078125,0,0.00390625,0,0.02734375,0.05078125,0.15234375,0,0.00390625,0,0.01953125,0.0078125,0,0.0390625,0,0.07421875,0,0.00390625,0.21484375,0.1328125,0,0
530,124.1,49.64,222.9448,330,132,208,21.9,11.8,38.2,40.2121,4.8,5.0762,0,1.890625,30.2421875,11.0859375,1.703125,0.515625,6.15234375,0.08984375,2.4140625,0.2265625,0.94921875,2.46484375,0.5703125,0.62890625,0.03125,6.56640625,0.2421875,1.00390625,0.08984375,0.29296875,2.8125,0.33203125,0.29296875,7.8203125,0.25,0.56640625,0.0546875,0.04296875,0.0625,0.21484375,0.21875,0.06640625,0.3046875,0.53125,0.1171875,0.21875,0.4140625,1.0078125,0.0234375,0.00390625,0.015625,0.76171875,0.015625,0.0859375,1.6875,0.1953125,0.46484375,0.42578125,0.19140625,0.08203125,0.01953125,0.4296875,0.3203125,0.51171875,0.15234375,0.23046875,0.44140625,2.21484375,0.53125,0.0078125,0.171875,0.046875,0.15234375,0.00390625,0.0078125,0.75,0.00390625,0.07421875,0.109375,0.53515625,0.28125,0.05859375,0.046875,0.16796875,0.0859375,0.0703125,0.140625,0.10546875,0.05078125,0.34375,0.25390625,0.1875,0.15234375,0.0625,0.015625,0.36328125,0.0234375,0.27734375,0.046875,0.0078125,0.08984375,0.05078125,0.1640625,0.16796875,0.05859375,0,0.04296875,0.00390625,0.09765625,0.015625,0.0078125,0.0234375,0,0.0546875,0.0546875,0.0234375,0.01171875,0.01953125,0.078125,0.046875,0,0.01953125,0.26171875,0.08203125,0.01171875,0.05859375,0.09375,0.04296875,0.109375,0.08203125,0.01171875,0,0,0.05078125,0,0.04296875,0.6015625,0.02734375,0.015625,0.15625,0.0078125,0.0234375,0.0078125,0,0.01171875,0.01953125,0.09765625,0,0.02734375,0.00390625,0,0.0234375,0,0.02734375,0.015625,0,0,0.00390625,0,0.015625,0.1875,0.00390625,0.11328125,0,0.03515625,0.07421875,0.015625,0,0,0,0.140625,0.27734375,0.0234375,0.03515625,0,0.00390625,0.0234375,0.015625,0.171875,0.01171875,0,0.00390625
531,124.1,49.64,222.9448,330,132,208,21.9,11.8,38.2,40.2121,4.8,5.0762,0,0.81640625,41.4453125,9.60546875,1.30078125,0.25,5.09765625,0.01953125,1.6953125,0.30078125,0.45703125,0.5625,0.55078125,0.40625,0.01171875,10.046875,0,1.5625,0,0.03515625,3.14453125,0.0078125,0.21484375,7.44921875,0.01171875,0.21484375,0.0078125,0.00390625,0.0546875,0.21484375,0.046875,0.03125,0.15234375,0.27734375,0.02734375,0.26953125,0.2734375,0.77734375,0.0078125,0.01953125,0,0.02734375,0.0078125,0.2421875,1.4765625,0.14453125,0.08984375,0.30078125,0.07421875,0.0078125,0.00390625,0.33984375,0.421875,2.07421875,0.046875,0.2734375,0.00390625,1.41015625,0.203125,0.0078125,0,0.0546875,0.296875,0,0,0.27734375,0.0078125,0.015625,0.05078125,0.4609375,0.1484375,0.02734375,0.00390625,0.11328125,0,0,0.01171875,0,0.0078125,0.01953125,0.0078125,0.02734375,0.12109375,0.05859375,0.01171875,0.46875,0,0.125,0,0.00390625,0.0390625,0.015625,0.24609375,0.11328125,0.09765625,0.00390625,0,0,0.5625,0,0,0.00390625,0,0.0078125,0.04296875,0,0.01953125,0.02734375,0.11328125,0.00390625,0,0.00390625,0.05078125,0.0703125,0.0078125,0.0078125,0.1015625,0.07421875,0.08203125,0.00390625,0.0078125,0,0,0.09765625,0,0.01953125,0.6171875,0.015625,0,0.16015625,0.00390625,0,0,0,0,0,0.02734375,0,0,0,0,0.046875,0,0.00390625,0,0,0,0.01953125,0,0.00390625,0,0,0.08984375,0,0,0.046875,0,0,0,0,0.0859375,0.07421875,0.01171875,0.0546875,0,0,0.0078125,0.01171875,0.0390625,0.0078125,0,0
